Mod:Item:MetaData, Localized Name
extratrees:fences.0:2, Забор из Масляный орех
extratrees:fences.0:3, Забор из Рябина ария
extratrees:fences.0:4, Забор из Рябина
extratrees:fences.0:5, Забор из Болиголов
extratrees:fences.0:6, Забор из Ясень
extratrees:fences.0:7, Забор из Ольха
extratrees:fences.0:8, Забор из Бук
extratrees:fences.0:9, Забор из Боярышник
extratrees:fences.0:10, Забор из Банан
extratrees:fences.0:11, Забор из Тис
extratrees:fences.0:12, Забор из Кипарис
extratrees:fences.0:13, Забор из Пихта
extratrees:fences.0:14, Забор из Орех
extratrees:fences.0:15, Забор из Гикори
extratrees:fences.1:0, Забор из Вяз
extratrees:fences.1:1, Забор из Бузина
extratrees:fences.1:2, Забор из Падуб
extratrees:fences.1:3, Забор из Граб
extratrees:fences.1:4, Забор из Кедр
extratrees:fences.1:5, Забор из Оливка
extratrees:fences.1:6, Забор из Ликвидамбр
extratrees:fences.1:7, Забор из Робиния
extratrees:fences.1:8, Забор из Груша
extratrees:fences.1:9, Забор из Маклюра
extratrees:fences.1:10, Забор из Цезальпиния
extratrees:fences.1:11, Забор из Кампеш
extratrees:fences.1:12, Забор из Дальбергия
extratrees:fences.1:13, Забор из Амарант
extratrees:fences.1:14, Забор из Ироко
extratrees:fences.1:15, Забор из Гингко
extratrees:fences.2:0, Забор из Эвкалипт
extratrees:fences.2:1, Забор из Самшит
extratrees:fences.2:2, Забор из Сизгиум
extratrees:fences.2:3, Забор из Розовая слоновая кость
extratrees:fences.fireproof.0:0, Забор из Яблоня (огнестойкость)
extratrees:fences.fireproof.0:1, Забор из Инжир (огнестойкость)
extratrees:fences.fireproof.0:2, Забор из Масляный орех (огнестойкость)
extratrees:fences.fireproof.0:3, Забор из Рябина ария (огнестойкость)
extratrees:fences.fireproof.0:4, Забор из Рябина (огнестойкость)
extratrees:fences.fireproof.0:5, Забор из Болиголов (огнестойкость)
extratrees:fences.fireproof.0:6, Забор из Ясень (огнестойкость)
extratrees:fences.fireproof.0:7, Забор из Ольха (огнестойкость)
extratrees:fences.fireproof.0:8, Забор из Бук (огнестойкость)
extratrees:fences.fireproof.0:9, Забор из Боярышник (огнестойкость)
extratrees:fences.fireproof.0:10, Забор из Банан (огнестойкость)
extratrees:fences.fireproof.0:11, Забор из Тис (огнестойкость)
extratrees:fences.fireproof.0:12, Забор из Кипарис (огнестойкость)
extratrees:fences.fireproof.0:13, Забор из Пихта (огнестойкость)
extratrees:fences.fireproof.0:14, Забор из Орех (огнестойкость)
extratrees:fences.fireproof.0:15, Забор из Гикори (огнестойкость)
extratrees:fences.fireproof.1:0, Забор из Вяз (огнестойкость)
extratrees:fences.fireproof.1:1, Забор из Бузина (огнестойкость)
extratrees:fences.fireproof.1:2, Забор из Падуб (огнестойкость)
extratrees:fences.fireproof.1:3, Забор из Граб (огнестойкость)
extratrees:fences.fireproof.1:4, Забор из Кедр (огнестойкость)
extratrees:fences.fireproof.1:5, Забор из Оливка (огнестойкость)
extratrees:fences.fireproof.1:6, Забор из Ликвидамбр (огнестойкость)
extratrees:fences.fireproof.1:7, Забор из Робиния (огнестойкость)
extratrees:fences.fireproof.1:8, Забор из Груша (огнестойкость)
extratrees:fences.fireproof.1:9, Забор из Маклюра (огнестойкость)
extratrees:fences.fireproof.1:10, Забор из Цезальпиния (огнестойкость)
extratrees:fences.fireproof.1:11, Забор из Кампеш (огнестойкость)
extratrees:fences.fireproof.1:12, Забор из Дальбергия (огнестойкость)
extratrees:fences.fireproof.1:13, Забор из Амарант (огнестойкость)
extratrees:fences.fireproof.1:14, Забор из Ироко (огнестойкость)
extratrees:fences.fireproof.1:15, Забор из Гингко (огнестойкость)
extratrees:fences.fireproof.2:0, Забор из Эвкалипт (огнестойкость)
extratrees:fences.fireproof.2:1, Забор из Самшит (огнестойкость)
extratrees:fences.fireproof.2:2, Забор из Сизгиум (огнестойкость)
extratrees:fences.fireproof.2:3, Забор из Розовая слоновая кость (огнестойкость)
extratrees:fence.gates.fir:0, Калитка из Пихта
extratrees:fence.gates.fireproof.fir:0, Калитка из Пихта (огнестойкость)
extratrees:fence.gates.cedar:0, Калитка из Кедр
extratrees:fence.gates.fireproof.cedar:0, Калитка из Кедр (огнестойкость)
extratrees:fence.gates.hemlock:0, Калитка из Болиголов
extratrees:fence.gates.fireproof.hemlock:0, Калитка из Болиголов (огнестойкость)
extratrees:fence.gates.cypress:0, Калитка из Кипарис
extratrees:fence.gates.fireproof.cypress:0, Калитка из Кипарис (огнестойкость)
extratrees:fence.gates.fig:0, Калитка из Инжир
extratrees:fence.gates.fireproof.fig:0, Калитка из Инжир (огнестойкость)
extratrees:fence.gates.beech:0, Калитка из Бук
extratrees:fence.gates.fireproof.beech:0, Калитка из Бук (огнестойкость)
extratrees:fence.gates.alder:0, Калитка из Ольха
extratrees:fence.gates.fireproof.alder:0, Калитка из Ольха (огнестойкость)
extratrees:fence.gates.hazel:0, Калитка из Орех
extratrees:fence.gates.fireproof.hazel:0, Калитка из Орех (огнестойкость)
extratrees:fence.gates.hornbeam:0, Калитка из Граб
extratrees:fence.gates.fireproof.hornbeam:0, Калитка из Граб (огнестойкость)
extratrees:fence.gates.box:0, Калитка из Самшит
extratrees:fence.gates.fireproof.box:0, Калитка из Самшит (огнестойкость)
extratrees:fence.gates.butternut:0, Калитка из Масляный орех
extratrees:fence.gates.fireproof.butternut:0, Калитка из Масляный орех (огнестойкость)
extratrees:fence.gates.hickory:0, Калитка из Гикори
extratrees:fence.gates.fireproof.hickory:0, Калитка из Гикори (огнестойкость)
extratrees:fence.gates.whitebeam:0, Калитка из Рябина ария
extratrees:fence.gates.fireproof.whitebeam:0, Калитка из Рябина ария (огнестойкость)
extratrees:fence.gates.elm:0, Калитка из Вяз
extratrees:fence.gates.fireproof.elm:0, Калитка из Вяз (огнестойкость)
extratrees:fence.gates.apple:0, Калитка из Яблоня
extratrees:fence.gates.fireproof.apple:0, Калитка из Яблоня (огнестойкость)
extratrees:fence.gates.yew:0, Калитка из Тис
extratrees:fence.gates.fireproof.yew:0, Калитка из Тис (огнестойкость)
extratrees:fence.gates.pear:0, Калитка из Груша
extratrees:fence.gates.fireproof.pear:0, Калитка из Груша (огнестойкость)
extratrees:fence.gates.hawthorn:0, Калитка из Боярышник
extratrees:fence.gates.fireproof.hawthorn:0, Калитка из Боярышник (огнестойкость)
extratrees:fence.gates.rowan:0, Калитка из Рябина
extratrees:fence.gates.fireproof.rowan:0, Калитка из Рябина (огнестойкость)
extratrees:fence.gates.elder:0, Калитка из Бузина
extratrees:fence.gates.fireproof.elder:0, Калитка из Бузина (огнестойкость)
extratrees:fence.gates.maclura:0, Калитка из Маклюра
extratrees:fence.gates.fireproof.maclura:0, Калитка из Маклюра (огнестойкость)
extratrees:fence.gates.syzgium:0, Калитка из Сизгиум
extratrees:fence.gates.fireproof.syzgium:0, Калитка из Сизгиум (огнестойкость)
extratrees:fence.gates.brazilwood:0, Калитка из Цезальпиния
extratrees:fence.gates.fireproof.brazilwood:0, Калитка из Цезальпиния (огнестойкость)
extratrees:fence.gates.logwood:0, Калитка из Кампеш
extratrees:fence.gates.fireproof.logwood:0, Калитка из Кампеш (огнестойкость)
extratrees:fence.gates.iroko:0, Калитка из Ироко
extratrees:fence.gates.fireproof.iroko:0, Калитка из Ироко (огнестойкость)
extratrees:fence.gates.locust:0, Калитка из Робиния
extratrees:fence.gates.fireproof.locust:0, Калитка из Робиния (огнестойкость)
extratrees:fence.gates.eucalyptus:0, Калитка из Эвкалипт
extratrees:fence.gates.fireproof.eucalyptus:0, Калитка из Эвкалипт (огнестойкость)
